0.000000 0.000000 0.000000
-0.376300 -0.537412 0.754710
-0.381369 -0.565402 0.731354
-0.402250 -0.596360 0.694658
-0.412137 -0.604170 0.681998
-0.418811 -0.620912 0.662620
-0.428367 -0.635080 0.642788
-0.415751 -0.705805 0.573576
-0.418276 -0.710091 0.566406
-0.380749 -0.747261 0.544639
-0.379640 -0.778379 0.500000
-0.357447 -0.802839 0.477159
-0.387059 -0.793588 0.469472
-0.373150 -0.800222 0.469472
-0.390591 -0.800831 0.453991
-0.376556 -0.807526 0.453991
-0.336694 -0.833347 0.438371
-0.340878 -0.843701 0.414693
-0.326101 -0.849522 0.414693
-0.314831 -0.864992 0.390731
-0.306121 -0.864459 0.398749
-0.311225 -0.855084 0.414693
-0.321649 -0.851218 0.414693
-0.333777 -0.826127 0.453991
-0.344995 -0.812758 0.469472
-0.359135 -0.788050 0.500000
-0.358401 -0.768593 0.529919
-0.334922 -0.789027 0.515038
-0.316420 -0.824303 0.469472
-0.290853 -0.844699 0.449319
-0.292619 -0.849826 0.438371
-0.243097 -0.894748 0.374607
-0.241628 -0.901769 0.358368
-0.250315 -0.902606 0.350207
-0.213941 -0.926681 0.309017
-0.197736 -0.930274 0.309017
-0.166061 -0.941776 0.292372
-0.117148 -0.954097 0.275637
-0.075228 -0.955864 0.284015
-0.050553 -0.964602 0.258819
-0.033710 -0.965337 0.258819
-0.016934 -0.970148 0.241922
0.000000 -0.970296 0.241922
-0.034005 -0.973777 0.224951
0.077018 -0.978601 0.190809
0.068475 -0.979236 0.190809
0.072012 -0.980614 0.182236
0.085832 -0.981060 0.173648
0.102940 -0.979413 0.173648
0.110157 -0.982070 0.152986
0.120435 -0.980862 0.152986
0.120018 -0.977467 0.173648
0.142579 -0.977343 0.156434
0.188081 -0.967593 0.168489
0.205352 -0.966105 0.156434
0.222120 -0.962106 0.158158
0.187968 -0.967010 0.171929
0.154105 -0.972981 0.171929
0.102608 -0.976250 0.190809
0.117717 -0.958726 0.258819
0.100479 -0.955996 0.275637
0.033547 -0.960676 0.275637
0.033191 -0.950477 0.309017
0.040989 -0.938798 0.342020
0.048860 -0.932301 0.358368
0.048593 -0.927213 0.371368
0.000000 -0.933580 0.358368
-0.016501 -0.945375 0.325568
-0.069654 -0.948502 0.309017
-0.082407 -0.941921 0.325568
-0.098833 -0.940339 0.325568
-0.129039 -0.918161 0.374607
-0.112262 -0.888649 0.444635
-0.110663 -0.875985 0.469472
-0.060411 -0.863916 0.500000
-0.030224 -0.865498 0.500000
-0.010665 -0.872857 0.487860
0.015264 -0.874487 0.484810
0.000000 -0.866025 0.500000
0.030070 -0.861104 0.507538
0.060411 -0.863916 0.500000
0.075479 -0.862730 0.500000
0.090157 -0.857789 0.506034
0.099010 -0.868998 0.484810
0.107604 -0.876366 0.469472
0.141778 -0.895150 0.422618
0.135550 -0.906987 0.398749
0.096219 -0.915462 0.390731
0.096917 -0.922105 0.374607
0.136558 -0.913731 0.382683
0.227332 -0.911780 0.342020
0.274739 -0.898633 0.342020
0.285167 -0.904432 0.317305
0.370540 -0.872936 0.317305
0.369444 -0.870354 0.325568
0.272952 -0.892787 0.358368
0.225088 -0.902780 0.366501
0.136059 -0.910394 0.390731
0.143460 -0.905770 0.398749
0.154722 -0.877470 0.453991
0.137477 -0.867997 0.477159
0.143534 -0.867016 0.477159
0.128177 -0.847530 0.515038
0.132664 -0.837607 0.529919
